period,usd_change_pct,us_10y_yield_change_bps,gold_return_pct
1W,-0.005801310762717726,-12.900018692016602,0.03363040119299243
4W,0.005849099837015093,17.799997329711914,-0.08085189242355217
12W,0.004428558487703516,13.99998664855957,0.07871842548918861
12M,-0.0334983159714366,32.59999752044678,0.4962965454870767
