date,gld,teny_yield_pct
2025-09-24,343.32000732421875,4.146999835968018
2025-09-25,344.75,4.171999931335449
2025-09-26,346.739990234375,4.186999797821045
2025-09-29,352.4599914550781,4.140999794006348
2025-09-30,355.4700012207031,4.1479997634887695
2025-10-01,356.0299987792969,4.105999946594238
2025-10-02,354.7900085449219,4.0879998207092285
2025-10-03,357.6400146484375,4.11899995803833
2025-10-06,364.3800048828125,4.1620001792907715
2025-10-07,366.260009765625,4.126999855041504
2025-10-08,372.29998779296875,4.129000186920166
2025-10-09,365.42999267578125,4.1479997634887695
2025-10-10,369.1199951171875,4.051000118255615
2025-10-13,378.0899963378906,4.051000118255615
2025-10-14,380.7900085449219,4.021999835968018
2025-10-15,387.3900146484375,4.046000003814697
2025-10-16,396.45001220703125,3.9760000705718994
2025-10-17,388.989990234375,4.006999969482422
2025-10-20,403.1499938964844,3.9860000610351562
2025-10-21,377.239990234375,3.9630000591278076
2025-10-22,377.2799987792969,3.953000068664551
2025-10-23,378.7900085449219,3.990999937057495
2025-10-24,377.5199890136719,3.996999979019165
2025-10-27,367.010009765625,3.996999979019165
2025-10-28,364.3800048828125,3.9830000400543213
2025-10-29,363.0,4.058000087738037
2025-10-30,370.1300048828125,4.0929999351501465
2025-10-31,368.1199951171875,4.10099983215332
2025-11-03,368.7799987792969,4.105999946594238
2025-11-04,362.32000732421875,4.089000225067139
2025-11-05,366.510009765625,4.1570000648498535
2025-11-06,366.07000732421875,4.0929999351501465
2025-11-07,368.30999755859375,4.0929999351501465
2025-11-10,378.3800048828125,4.110000133514404
2025-11-11,379.8699951171875,4.119999885559082
2025-11-12,385.989990234375,4.065000057220459
2025-11-13,382.8699951171875,4.111999988555908
2025-11-14,375.9599914550781,4.1479997634887695
2025-11-17,371.6499938964844,4.132999897003174
2025-11-18,374.3500061035156,4.123000144958496
2025-11-19,374.9599914550781,4.132999897003174
2025-11-20,374.8500061035156,4.105999946594238
2025-11-21,374.2699890136719,4.063000202178955
2025-11-24,380.20001220703125,4.038000106811523
2025-11-25,380.0799865722656,4.001999855041504
2025-11-26,383.1199951171875,3.997999906539917
2025-11-28,387.8800048828125,4.017000198364258
2025-12-01,389.75,4.0960001945495605
2025-12-02,387.239990234375,4.085999965667725
2025-12-03,386.8800048828125,4.057000160217285
2025-12-04,387.1300048828125,4.107999801635742
2025-12-05,386.44000244140625,4.138999938964844
2025-12-08,385.4200134277344,4.171999931335449
2025-12-09,387.3999938964844,4.185999870300293
2025-12-10,389.04998779296875,4.164000034332275
2025-12-11,393.239990234375,4.140999794006348
2025-12-12,395.44000244140625,4.193999767303467
2025-12-15,395.79998779296875,4.182000160217285
2025-12-16,395.8900146484375,4.14900016784668
2025-12-17,399.2900085449219,4.151000022888184
2025-12-18,398.57000732421875,4.116000175476074
2025-12-19,399.0199890136719,4.151000022888184
2025-12-22,408.2300109863281,4.169000148773193
2025-12-23,413.6400146484375,4.169000148773193
2025-12-24,411.92999267578125,4.136000156402588
2025-12-26,416.739990234375,4.136000156402588
2025-12-29,398.6000061035156,4.116000175476074
2025-12-30,398.8900146484375,4.130000114440918
2025-12-31,396.30999755859375,4.163000106811523
2026-01-02,398.2799987792969,4.186999797821045
2026-01-05,408.760009765625,4.164999961853027
2026-01-06,413.17999267578125,4.178999900817871
2026-01-07,409.2300109863281,4.138000011444092
2026-01-08,411.489990234375,4.183000087738037
2026-01-09,414.4700012207031,4.171000003814697
2026-01-12,422.2300109863281,4.186999797821045
2026-01-13,421.6300048828125,4.171000003814697
2026-01-14,425.94000244140625,4.139999866485596
2026-01-15,423.3299865722656,4.159999847412109
2026-01-16,421.2900085449219,4.230999946594238
2026-01-20,437.2300109863281,4.295000076293945
2026-01-21,443.6000061035156,4.252999782562256
2026-01-22,451.7900085449219,4.249000072479248
2026-01-23,458.0,4.238999843597412
2026-01-26,464.70001220703125,4.2129998207092285
2026-01-27,476.1000061035156,4.2230000495910645
2026-01-28,494.55999755859375,4.250999927520752
2026-01-29,495.8999938964844,4.2270002365112305
2026-01-30,444.95001220703125,4.241000175476074
2026-02-02,427.1300048828125,4.275000095367432
2026-02-03,454.2900085449219,4.27400016784668
2026-02-04,453.9700012207031,4.275000095367432
2026-02-05,441.8800048828125,4.210000038146973
2026-02-06,455.4599914550781,4.205999851226807
2026-02-09,467.0299987792969,4.197999954223633
2026-02-10,462.3999938964844,4.146999835968018
2026-02-11,467.6300048828125,4.171999931335449
2026-02-12,451.3900146484375,4.104000091552734
2026-02-13,462.6199951171875,4.056000232696533
2026-02-17,448.20001220703125,4.052000045776367
2026-02-18,458.2799987792969,4.078999996185303
2026-02-19,459.55999755859375,4.074999809265137
2026-02-20,468.6199951171875,4.085999965667725
2026-02-23,481.2799987792969,4.0289998054504395
2026-02-24,474.6099853515625,4.0329999923706055
2026-02-25,473.4200134277344,4.047999858856201
2026-02-26,477.4800109863281,4.017000198364258
2026-02-27,483.75,3.9619998931884766
2026-03-02,490.0,4.047999858856201
2026-03-03,468.1400146484375,4.056000232696533
2026-03-04,471.79998779296875,4.079999923706055
2026-03-05,466.1300048828125,4.145999908447266
2026-03-06,473.510009765625,4.132999897003174
2026-03-09,472.5299987792969,4.136000156402588
2026-03-10,477.8599853515625,4.136000156402588
2026-03-11,476.239990234375,4.208000183105469
2026-03-12,466.8800048828125,4.2729997634887695
2026-03-13,460.8399963378906,4.284999847412109
2026-03-16,460.42999267578125,4.21999979019165
2026-03-17,459.2699890136719,4.202000141143799
2026-03-18,444.739990234375,4.258999824523926
2026-03-19,426.4100036621094,4.281000137329102
2026-03-20,413.3800048828125,4.390999794006348
2026-03-23,404.0400085449219,4.334000110626221
2026-03-24,404.1300048828125,4.392000198364258
2026-03-25,416.2900085449219,4.328000068664551
2026-03-26,400.6400146484375,4.415999889373779
2026-03-27,414.70001220703125,4.440000057220459
2026-03-30,414.5799865722656,4.3420000076293945
2026-03-31,430.2900085449219,4.310999870300293
2026-04-01,430.2900085449219,4.310999870300293
